,GUID,SMALL_AREA,OBJECTID,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,GEOGID.x,Clusters
1712,4c07d11e-2315-851d-e053-ca3ca8c0ca7f,47107008,10385,IE05,Southern,IE053,South-West,CK,Cork County,18002,47107,Cobh Urban,47107008,A047107008,6
1713,4c07d11e-2316-851d-e053-ca3ca8c0ca7f,47107007,10386,IE05,Southern,IE053,South-West,CK,Cork County,18002,47107,Cobh Urban,47107007,A047107007,5
1714,4c07d11e-2317-851d-e053-ca3ca8c0ca7f,47106003,10387,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106003,A047106003,3
1715,4c07d11e-2318-851d-e053-ca3ca8c0ca7f,47106015,10388,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106015,A047106015,3
1729,4c07d11e-232b-851d-e053-ca3ca8c0ca7f,47152005,10389,IE05,Southern,IE053,South-West,CK,Cork County,18003,47152,Fermoy Urban,47152005,A047152005,5
1610,4c07d11e-2270-851d-e053-ca3ca8c0ca7f,47152006,10390,IE05,Southern,IE053,South-West,CK,Cork County,18003,47152,Fermoy Urban,47152006,A047152006,5
1486,4c07d11e-1f32-851d-e053-ca3ca8c0ca7f,47072032,10392,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072032,A047072032,3
1487,4c07d11e-1f33-851d-e053-ca3ca8c0ca7f,47072033,10393,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072033,A047072033,3
1493,4c07d11e-1f3f-851d-e053-ca3ca8c0ca7f,47072035,10394,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072035,A047072035,5
1140,4c07d11e-17f3-851d-e053-ca3ca8c0ca7f,47258009,10395,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258009,A047258009,6
1620,4c07d11e-2280-851d-e053-ca3ca8c0ca7f,47258007,10397,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258007,A047258007,6
1621,4c07d11e-2281-851d-e053-ca3ca8c0ca7f,47258008,10398,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258008,A047258008,5
1622,4c07d11e-2282-851d-e053-ca3ca8c0ca7f,47258006,10399,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258006,A047258006,5
1135,4c07d11e-17e8-851d-e053-ca3ca8c0ca7f,47258005,10400,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258005,A047258005,5
1138,4c07d11e-17f1-851d-e053-ca3ca8c0ca7f,47258019,10404,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258019,A047258019,3
1139,4c07d11e-17f2-851d-e053-ca3ca8c0ca7f,47258018,10405,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258018,A047258018,5
1634,4c07d11e-2294-851d-e053-ca3ca8c0ca7f,047077001/03,10406,IE05,Southern,IE053,South-West,CK,Cork County,18249,47077,Carrigtohill,47077001,A047077001,3
1611,4c07d11e-2271-851d-e053-ca3ca8c0ca7f,47151001,10410,IE05,Southern,IE053,South-West,CK,Cork County,18131,47151,Fermoy Rural,47151001,A047151001,6
1619,4c07d11e-227f-851d-e053-ca3ca8c0ca7f,47258012,10413,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258012,A047258012,5
1577,4c07d11e-2097-851d-e053-ca3ca8c0ca7f,47279006,10416,IE05,Southern,IE053,South-West,CK,Cork County,18102,47279,Riverstown,47279006,A047279006,4
1683,4c07d11e-22e6-851d-e053-ca3ca8c0ca7f,47253020,10419,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253020,A047253020,3
1684,4c07d11e-22e7-851d-e053-ca3ca8c0ca7f,47253017,10420,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253017,A047253017,5
1565,4c07d11e-2081-851d-e053-ca3ca8c0ca7f,47064015,10421,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064015,A047064015,3
1566,4c07d11e-2082-851d-e053-ca3ca8c0ca7f,47064017,10422,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064017,A047064017,4
1567,4c07d11e-2083-851d-e053-ca3ca8c0ca7f,47279011,10423,IE05,Southern,IE053,South-West,CK,Cork County,18102,47279,Riverstown,47279011,A047279011,3
1571,4c07d11e-208c-851d-e053-ca3ca8c0ca7f,47064009,10424,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064009,A047064009,4
1572,4c07d11e-208d-851d-e053-ca3ca8c0ca7f,47064005,10425,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064005,A047064005,3
1573,4c07d11e-208e-851d-e053-ca3ca8c0ca7f,47279007,10426,IE05,Southern,IE053,South-West,CK,Cork County,18102,47279,Riverstown,47279007,A047279007,4
1594,4c07d11e-20c1-851d-e053-ca3ca8c0ca7f,48044005,10427,IE05,Southern,IE053,South-West,CC,Cork City,17044,48044,Mahon C,48044005,A048044005,4
1598,4c07d11e-20cb-851d-e053-ca3ca8c0ca7f,48042008,10428,IE05,Southern,IE053,South-West,CC,Cork City,17042,48042,Mahon A,48042008,A048042008,5
1687,4c07d11e-22f1-851d-e053-ca3ca8c0ca7f,47271020,10431,IE05,Southern,IE053,South-West,CK,Cork County,18099,47271,Monkstown Urban,47271020,A047271020,7
1688,4c07d11e-22f2-851d-e053-ca3ca8c0ca7f,47107015,10432,IE05,Southern,IE053,South-West,CK,Cork County,18002,47107,Cobh Urban,47107015,A047107015,5
1689,4c07d11e-22f3-851d-e053-ca3ca8c0ca7f,47107017,10433,IE05,Southern,IE053,South-West,CK,Cork County,18002,47107,Cobh Urban,47107017,A047107017,5
1722,4c07d11e-2322-851d-e053-ca3ca8c0ca7f,47106008,10434,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106008,A047106008,6
1723,4c07d11e-2323-851d-e053-ca3ca8c0ca7f,47106006,10435,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106006,A047106006,3
1626,4c07d11e-2287-851d-e053-ca3ca8c0ca7f,47284001,10436,IE05,Southern,IE053,South-West,CK,Cork County,18262,47284,Rostellan,47284001,A047284001,3
1627,4c07d11e-2288-851d-e053-ca3ca8c0ca7f,47064023,10437,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064023,A047064023,4
1628,4c07d11e-2289-851d-e053-ca3ca8c0ca7f,47064027,10438,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064027,A047064027,4
1624,4c07d11e-2285-851d-e053-ca3ca8c0ca7f,47303016,10439,IE05,Southern,IE053,South-West,CK,Cork County,18195,47303,Templebreedy,47303016,A047303016,2
1651,4c07d11e-22ad-851d-e053-ca3ca8c0ca7f,47106024,10440,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106024,A047106024,4
1665,4c07d11e-22c2-851d-e053-ca3ca8c0ca7f,47254009,10441,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254009,A047254009,5
1666,4c07d11e-22c3-851d-e053-ca3ca8c0ca7f,47254016,10442,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254016,A047254016,7
1667,4c07d11e-22c4-851d-e053-ca3ca8c0ca7f,47254015,10443,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254015,A047254015,4
1643,4c07d11e-22a1-851d-e053-ca3ca8c0ca7f,47105012,10444,IE05,Southern,IE053,South-West,CK,Cork County,18252,47105,Cloyne,47105012,A047105012,3
1671,4c07d11e-22cf-851d-e053-ca3ca8c0ca7f,47254014,10445,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254014,A047254014,5
1672,4c07d11e-22d0-851d-e053-ca3ca8c0ca7f,47254002,10446,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254002,A047254002,6
1673,4c07d11e-22d1-851d-e053-ca3ca8c0ca7f,47253004,10447,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253004,A047253004,6
1674,4c07d11e-22d2-851d-e053-ca3ca8c0ca7f,47254012,10448,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254012,A047254012,6
1678,4c07d11e-22dd-851d-e053-ca3ca8c0ca7f,47254010,10449,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254010,A047254010,7
1679,4c07d11e-22de-851d-e053-ca3ca8c0ca7f,47254013,10450,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254013,A047254013,5
1659,4c07d11e-22b8-851d-e053-ca3ca8c0ca7f,47254005,10452,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254005,A047254005,5
1660,4c07d11e-22b9-851d-e053-ca3ca8c0ca7f,47254017,10453,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254017,A047254017,7
1635,4c07d11e-2295-851d-e053-ca3ca8c0ca7f,47077015,10454,IE05,Southern,IE053,South-West,CK,Cork County,18249,47077,Carrigtohill,47077015,A047077015,3
1644,4c07d11e-22a2-851d-e053-ca3ca8c0ca7f,47105010,10455,IE05,Southern,IE053,South-West,CK,Cork County,18252,47105,Cloyne,47105010,A047105010,4
1645,4c07d11e-22a3-851d-e053-ca3ca8c0ca7f,47253008,10456,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253008,A047253008,3
1583,4c07d11e-20a9-851d-e053-ca3ca8c0ca7f,48043003,10457,IE05,Southern,IE053,South-West,CC,Cork City,17043,48043,Mahon B,48043003,A048043003,5
1652,4c07d11e-22ae-851d-e053-ca3ca8c0ca7f,47254004,10458,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254004,A047254004,5
1653,4c07d11e-22af-851d-e053-ca3ca8c0ca7f,47254001,10459,IE05,Southern,IE053,South-West,CK,Cork County,18008,47254,Midleton Urban,47254001,A047254001,7
1725,4c07d11e-2325-851d-e053-ca3ca8c0ca7f,47227005,10460,IE05,Southern,IE053,South-West,CK,Cork County,18141,47227,Knockmourne,47227005,A047227005,3
1599,4c07d11e-20cc-851d-e053-ca3ca8c0ca7f,48042003,10464,IE05,Southern,IE053,South-West,CC,Cork City,17042,48042,Mahon A,48042003,A048042003,4
1137,4c07d11e-17f0-851d-e053-ca3ca8c0ca7f,47258011,10508,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258011,A047258011,4
1690,4c07d11e-22f4-851d-e053-ca3ca8c0ca7f,47253016,10509,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253016,A047253016,3
1625,4c07d11e-2286-851d-e053-ca3ca8c0ca7f,47072041,10514,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072041,A047072041,5
1633,4c07d11e-2293-851d-e053-ca3ca8c0ca7f,47107019,10515,IE05,Southern,IE053,South-West,CK,Cork County,18002,47107,Cobh Urban,47107019,A047107019,5
1640,4c07d11e-229e-851d-e053-ca3ca8c0ca7f,47107018,10516,IE05,Southern,IE053,South-West,CK,Cork County,18002,47107,Cobh Urban,47107018,A047107018,2
1641,4c07d11e-229f-851d-e053-ca3ca8c0ca7f,47106021,10517,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106021,A047106021,3
1642,4c07d11e-22a0-851d-e053-ca3ca8c0ca7f,47106022,10518,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106022,A047106022,3
1649,4c07d11e-22ab-851d-e053-ca3ca8c0ca7f,47107001,10519,IE05,Southern,IE053,South-West,CK,Cork County,18002,47107,Cobh Urban,47107001,A047107001,3
1650,4c07d11e-22ac-851d-e053-ca3ca8c0ca7f,47106023,10520,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106023,A047106023,3
1632,4c07d11e-2292-851d-e053-ca3ca8c0ca7f,47106020,10526,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106020,A047106020,3
1691,4c07d11e-22f5-851d-e053-ca3ca8c0ca7f,47253027,10550,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253027,A047253027,3
1685,4c07d11e-22e8-851d-e053-ca3ca8c0ca7f,47253022,10560,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253022,A047253022,3
1686,4c07d11e-22e9-851d-e053-ca3ca8c0ca7f,47253021,10561,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253021,A047253021,3
1646,4c07d11e-22a4-851d-e053-ca3ca8c0ca7f,47323024,10562,IE05,Southern,IE053,South-West,CK,Cork County,18010,47323,Youghal Urban,47323024,A047323024,3
1692,4c07d11e-22f6-851d-e053-ca3ca8c0ca7f,47105007,10563,IE05,Southern,IE053,South-West,CK,Cork County,18252,47105,Cloyne,47105007,A047105007,3
1654,4c07d11e-22b0-851d-e053-ca3ca8c0ca7f,47323027,10564,IE05,Southern,IE053,South-West,CK,Cork County,18010,47323,Youghal Urban,47323027,A047323027,6
1658,4c07d11e-22b7-851d-e053-ca3ca8c0ca7f,47106016,10567,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106016,A047106016,3
1663,4c07d11e-22c0-851d-e053-ca3ca8c0ca7f,47271007,10568,IE05,Southern,IE053,South-West,CK,Cork County,18099,47271,Monkstown Urban,47271007,A047271007,3
1664,4c07d11e-22c1-851d-e053-ca3ca8c0ca7f,47271013,10569,IE05,Southern,IE053,South-West,CK,Cork County,18099,47271,Monkstown Urban,47271013,A047271013,6
1668,4c07d11e-22cc-851d-e053-ca3ca8c0ca7f,47271004,10570,IE05,Southern,IE053,South-West,CK,Cork County,18099,47271,Monkstown Urban,47271004,A047271004,3
1669,4c07d11e-22cd-851d-e053-ca3ca8c0ca7f,47271015,10571,IE05,Southern,IE053,South-West,CK,Cork County,18099,47271,Monkstown Urban,47271015,A047271015,3
1647,4c07d11e-22a5-851d-e053-ca3ca8c0ca7f,47323020,10605,IE05,Southern,IE053,South-West,CK,Cork County,18010,47323,Youghal Urban,47323020,A047323020,6
1655,4c07d11e-22b1-851d-e053-ca3ca8c0ca7f,47323025,10608,IE05,Southern,IE053,South-West,CK,Cork County,18010,47323,Youghal Urban,47323025,A047323025,5
1648,4c07d11e-22a6-851d-e053-ca3ca8c0ca7f,47323031,10616,IE05,Southern,IE053,South-West,CK,Cork County,18010,47323,Youghal Urban,47323031,A047323031,3
1721,4c07d11e-231e-851d-e053-ca3ca8c0ca7f,47152003,10617,IE05,Southern,IE053,South-West,CK,Cork County,18003,47152,Fermoy Urban,47152003,A047152003,5
1656,4c07d11e-22b2-851d-e053-ca3ca8c0ca7f,47323026,10619,IE05,Southern,IE053,South-West,CK,Cork County,18010,47323,Youghal Urban,47323026,A047323026,6
1726,4c07d11e-2328-851d-e053-ca3ca8c0ca7f,47152011,10660,IE05,Southern,IE053,South-West,CK,Cork County,18003,47152,Fermoy Urban,47152011,A047152011,7
1727,4c07d11e-2329-851d-e053-ca3ca8c0ca7f,47152001,10669,IE05,Southern,IE053,South-West,CK,Cork County,18003,47152,Fermoy Urban,47152001,A047152001,5
1728,4c07d11e-232a-851d-e053-ca3ca8c0ca7f,47152007,10670,IE05,Southern,IE053,South-West,CK,Cork County,18003,47152,Fermoy Urban,47152007,A047152007,5
1136,4c07d11e-17e9-851d-e053-ca3ca8c0ca7f,47258004,10671,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258004,A047258004,5
1906,4c07d11e-252e-851d-e053-ca3ca8c0ca7f,48024009,14184,IE05,Southern,IE053,South-West,CC,Cork City,17024,48024,Farranferris A,48024009,A048024009,5
1907,4c07d11e-252f-851d-e053-ca3ca8c0ca7f,48062012,14185,IE05,Southern,IE053,South-West,CC,Cork City,17062,48062,The Glen B,48062012,A048062012,2
1923,4c07d11e-253f-851d-e053-ca3ca8c0ca7f,048061008/02,14186,IE05,Southern,IE053,South-West,CC,Cork City,17061,48061,The Glen A,48061008,A048061008,6
1747,4c07d11e-248f-851d-e053-ca3ca8c0ca7f,48038004,14187,IE05,Southern,IE053,South-West,CC,Cork City,17038,48038,Gurranebraher E,48038004,A048038004,5
2146,4c07d11e-2f16-851d-e053-ca3ca8c0ca7f,47129003,14224,IE05,Southern,IE053,South-West,CK,Cork County,18229,47129,Doneraile,47129003,A047129003,6
2048,4c07d11e-2be3-851d-e053-ca3ca8c0ca7f,47072012,14324,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072012,A047072012,3
2049,4c07d11e-2be4-851d-e053-ca3ca8c0ca7f,47072011,14325,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072011,A047072011,3
1734,4c07d11e-2482-851d-e053-ca3ca8c0ca7f,47072005,14326,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072005,A047072005,3
2103,4c07d11e-2c97-851d-e053-ca3ca8c0ca7f,48050006,14327,IE05,Southern,IE053,South-West,CC,Cork City,17050,48050,Pouladuff B,48050006,A048050006,6
2104,4c07d11e-2c98-851d-e053-ca3ca8c0ca7f,48050007,14328,IE05,Southern,IE053,South-West,CC,Cork City,17050,48050,Pouladuff B,48050007,A048050007,6
2054,4c07d11e-2c1b-851d-e053-ca3ca8c0ca7f,47295003,14329,IE05,Southern,IE053,South-West,CK,Cork County,18318,47295,Skull,47295003,A047295003,5
1787,4c07d11e-24b7-851d-e053-ca3ca8c0ca7f,47132025,14330,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132025,A047132025,2
1788,4c07d11e-24b8-851d-e053-ca3ca8c0ca7f,47235019,14331,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235019,A047235019,4
2060,4c07d11e-2c27-851d-e053-ca3ca8c0ca7f,47096005,14332,IE05,Southern,IE053,South-West,CK,Cork County,18001,47096,Clonakilty Urban,47096005,A047096005,7
2106,4c07d11e-2c9a-851d-e053-ca3ca8c0ca7f,47072019,14349,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072019,A047072019,3
2044,4c07d11e-2bd3-851d-e053-ca3ca8c0ca7f,47072020,14350,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072020,A047072020,4
2072,4c07d11e-2c3f-851d-e053-ca3ca8c0ca7f,47222003,14351,IE05,Southern,IE053,South-West,CK,Cork County,18004,47222,Kinsale Urban,47222003,A047222003,6
2085,4c07d11e-2c58-851d-e053-ca3ca8c0ca7f,47239005,14362,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239005,A047239005,5
2053,4c07d11e-2c13-851d-e053-ca3ca8c0ca7f,47016004,14369,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016004,A047016004,3
2059,4c07d11e-2c20-851d-e053-ca3ca8c0ca7f,47016048,14373,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016048,A047016048,3
2055,4c07d11e-2c1c-851d-e053-ca3ca8c0ca7f,47294013,14381,IE05,Southern,IE053,South-West,CK,Cork County,18009,47294,Skibbereen Urban,47294013,A047294013,7
2056,4c07d11e-2c1d-851d-e053-ca3ca8c0ca7f,47096006,14382,IE05,Southern,IE053,South-West,CK,Cork County,18001,47096,Clonakilty Urban,47096006,A047096006,5
2061,4c07d11e-2c28-851d-e053-ca3ca8c0ca7f,47096011,14385,IE05,Southern,IE053,South-West,CK,Cork County,18001,47096,Clonakilty Urban,47096011,A047096011,5
2062,4c07d11e-2c29-851d-e053-ca3ca8c0ca7f,47096013,14386,IE05,Southern,IE053,South-West,CK,Cork County,18001,47096,Clonakilty Urban,47096013,A047096013,5
2073,4c07d11e-2c40-851d-e053-ca3ca8c0ca7f,47222008,14395,IE05,Southern,IE053,South-West,CK,Cork County,18004,47222,Kinsale Urban,47222008,A047222008,5
2074,4c07d11e-2c41-851d-e053-ca3ca8c0ca7f,47222012,14407,IE05,Southern,IE053,South-West,CK,Cork County,18004,47222,Kinsale Urban,47222012,A047222012,7
2050,4c07d11e-2c09-851d-e053-ca3ca8c0ca7f,47270006,14409,IE05,Southern,IE053,South-West,CK,Cork County,18100,47270,Ovens,47270006,A047270006,7
2051,4c07d11e-2c11-851d-e053-ca3ca8c0ca7f,47270008,14418,IE05,Southern,IE053,South-West,CK,Cork County,18100,47270,Ovens,47270008,A047270008,3
2052,4c07d11e-2c12-851d-e053-ca3ca8c0ca7f,47016054,14419,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016054,A047016054,4
2057,4c07d11e-2c1e-851d-e053-ca3ca8c0ca7f,47016007,14422,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016007,A047016007,5
2058,4c07d11e-2c1f-851d-e053-ca3ca8c0ca7f,47016010,14423,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016010,A047016010,3
2097,4c07d11e-2c7c-851d-e053-ca3ca8c0ca7f,48066004,14424,IE05,Southern,IE053,South-West,CC,Cork City,17066,48066,Togher A,48066004,A048066004,6
2063,4c07d11e-2c2a-851d-e053-ca3ca8c0ca7f,47016049,14425,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016049,A047016049,3
1768,4c07d11e-24a4-851d-e053-ca3ca8c0ca7f,47132005,14426,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132005,A047132005,5
1769,4c07d11e-24a5-851d-e053-ca3ca8c0ca7f,47132030,14427,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132030,A047132030,3
1770,4c07d11e-24a6-851d-e053-ca3ca8c0ca7f,47132035,14428,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132035,A047132035,4
2070,4c07d11e-2c37-851d-e053-ca3ca8c0ca7f,47016026,14436,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016026,A047016026,5
2077,4c07d11e-2c44-851d-e053-ca3ca8c0ca7f,47178010,14439,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178010,A047178010,7
2078,4c07d11e-2c45-851d-e053-ca3ca8c0ca7f,47178005,14440,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178005,A047178005,7
2084,4c07d11e-2c50-851d-e053-ca3ca8c0ca7f,47178014,14444,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178014,A047178014,4
2089,4c07d11e-2c60-851d-e053-ca3ca8c0ca7f,47235001,14462,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235001,A047235001,2
1801,4c07d11e-24c5-851d-e053-ca3ca8c0ca7f,47235013,14465,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235013,A047235013,4
1802,4c07d11e-24c6-851d-e053-ca3ca8c0ca7f,47235012,14466,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235012,A047235012,4
2093,4c07d11e-2c6e-851d-e053-ca3ca8c0ca7f,48009007,14471,IE05,Southern,IE053,South-West,CC,Cork City,17010,48009,Bishopstown E,48009007,A048009007,7
2094,4c07d11e-2c6f-851d-e053-ca3ca8c0ca7f,48033004,14472,IE05,Southern,IE053,South-West,CC,Cork City,17032,48033,Glasheen C,48033004,A048033004,6
2095,4c07d11e-2c7a-851d-e053-ca3ca8c0ca7f,48066005,14473,IE05,Southern,IE053,South-West,CC,Cork City,17066,48066,Togher A,48066005,A048066005,6
2090,4c07d11e-2c61-851d-e053-ca3ca8c0ca7f,47178002,14474,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178002,A047178002,3
2045,4c07d11e-2bd4-851d-e053-ca3ca8c0ca7f,47072022,14475,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072022,A047072022,3
2046,4c07d11e-2bd5-851d-e053-ca3ca8c0ca7f,47072025,14476,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072025,A047072025,4
2047,4c07d11e-2be2-851d-e053-ca3ca8c0ca7f,47072034,14477,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072034,A047072034,5
1803,4c07d11e-24c7-851d-e053-ca3ca8c0ca7f,47235030,14478,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235030,A047235030,5
2071,4c07d11e-2c38-851d-e053-ca3ca8c0ca7f,47016021,14479,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016021,A047016021,5
2075,4c07d11e-2c42-851d-e053-ca3ca8c0ca7f,47016036,14480,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016036,A047016036,3
2098,4c07d11e-2c87-851d-e053-ca3ca8c0ca7f,48033005,14481,IE05,Southern,IE053,South-West,CC,Cork City,17032,48033,Glasheen C,48033005,A048033005,6
2099,4c07d11e-2c88-851d-e053-ca3ca8c0ca7f,48033006,14482,IE05,Southern,IE053,South-West,CC,Cork City,17032,48033,Glasheen C,48033006,A048033006,6
2096,4c07d11e-2c7b-851d-e053-ca3ca8c0ca7f,48066007,14484,IE05,Southern,IE053,South-West,CC,Cork City,17066,48066,Togher A,48066007,A048066007,5
1771,4c07d11e-24a7-851d-e053-ca3ca8c0ca7f,47132028,14485,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132028,A047132028,4
2064,4c07d11e-2c2b-851d-e053-ca3ca8c0ca7f,47016025,14486,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016025,A047016025,5
2069,4c07d11e-2c36-851d-e053-ca3ca8c0ca7f,47016022,14487,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016022,A047016022,2
2076,4c07d11e-2c43-851d-e053-ca3ca8c0ca7f,48007008,14488,IE05,Southern,IE053,South-West,CC,Cork City,17007,48007,Bishopstown B,48007008,A048007008,5
2100,4c07d11e-2c89-851d-e053-ca3ca8c0ca7f,48067002,14489,IE05,Southern,IE053,South-West,CC,Cork City,17067,48067,Togher B,48067002,A048067002,6
2101,4c07d11e-2c8a-851d-e053-ca3ca8c0ca7f,48067001,14490,IE05,Southern,IE053,South-West,CC,Cork City,17067,48067,Togher B,48067001,A048067001,5
2082,4c07d11e-2c4e-851d-e053-ca3ca8c0ca7f,48009011,14491,IE05,Southern,IE053,South-West,CC,Cork City,17010,48009,Bishopstown E,48009011,A048009011,3
2083,4c07d11e-2c4f-851d-e053-ca3ca8c0ca7f,48008003,14492,IE05,Southern,IE053,South-West,CC,Cork City,17008,48008,Bishopstown C,48008003,A048008003,5
1786,4c07d11e-24b6-851d-e053-ca3ca8c0ca7f,47132027,14493,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132027,A047132027,4
2086,4c07d11e-2c5d-851d-e053-ca3ca8c0ca7f,47178020,14495,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178020,A047178020,7
2087,4c07d11e-2c5e-851d-e053-ca3ca8c0ca7f,47178021,14496,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178021,A047178021,3
